Query	Ref	ANI	Bidirect_FragMap	Total_Query_Frags
C364	C245	99.0038	869	907
C364	C320	98.9627	865	907
C364	C148	98.951	877	907
C364	C363	98.939	868	907
C364	C3	98.9386	864	907
C364	C22	98.9325	871	907
C364	C56	98.9312	863	907
C364	C79	98.9303	866	907
C364	C224	98.9144	874	907
C364	C349	98.9123	873	907
C364	C285	98.9061	872	907
C364	C240	98.9054	869	907
C364	C295	98.773	868	907
C364	C16	98.2686	861	907
C364	C333	98.2551	854	907
C364	C222	98.2508	858	907
C364	C24	98.2427	862	907
C364	C70	98.2423	864	907
C364	C32	98.0568	855	907
C364	C312	97.997	845	907
C364	C357	97.7557	856	907
C364	C273	97.6997	863	907
C364	C52	97.6957	869	907
C364	C183	97.6924	866	907
C364	C113	97.6883	870	907
C364	C276	97.6782	868	907
C364	C13	97.6635	857	907
C364	C76	97.6635	858	907
C364	C265	97.6598	865	907
C364	C324	97.6586	864	907
C364	C311	97.6512	869	907
C364	C318	97.6388	858	907
C364	C353	97.5361	839	907
C364	C9	97.5225	834	907
C364	C21	97.5163	845	907
C364	C121	97.5082	844	907
C364	C67	97.5075	843	907
C364	C206	97.5038	847	907
C364	C314	97.5029	847	907
C364	C208	97.5009	848	907
C364	C195	97.4962	853	907
C364	C80	97.495	845	907
C364	C294	97.4944	839	907
C364	C136	97.4927	854	907
C364	C100	97.4927	845	907
C364	C351	97.4819	846	907
C364	C72	97.4806	844	907
C364	C91	97.4784	854	907
C22	C22	100.0	925	925
C22	C320	99.9963	923	925
C22	C3	99.9707	910	925
C22	C56	99.9695	910	925
C22	C245	98.9588	879	925
C22	C364	98.9575	866	925
C22	C188	98.9574	866	925
C22	C133	98.9186	890	925
C22	C209	98.9186	884	925
C22	C179	98.9182	890	925
C22	C235	98.9154	880	925
C22	C355	98.9038	892	925
C22	C155	98.8867	874	925
C22	C45	98.8863	872	925
C22	C149	98.8862	872	925
C22	C233	98.8859	879	925
C22	C148	98.8815	882	925
C22	C224	98.8734	883	925
C22	C349	98.8701	881	925
C22	C342	98.8653	884	925
C22	C240	98.861	878	925
C22	C339	98.8484	897	925
C22	C79	98.8448	880	925
C22	C285	98.8339	880	925
C22	C182	98.8282	878	925
C22	C363	98.823	886	925
C22	C255	98.8111	876	925
C22	C196	98.8027	883	925
C22	C197	98.7912	889	925
C22	C309	98.7847	892	925
C22	C325	98.7818	883	925
C22	C241	98.7788	893	925
C22	C295	98.6066	882	925
C22	C16	98.1734	867	925
C22	C222	98.1221	862	925
C22	C70	98.1138	867	925
C22	C24	98.1019	869	925
C22	C32	98.0844	867	925
C22	C333	98.0678	874	925
C22	C312	97.928	860	925
C22	C183	97.614	868	925
C22	C357	97.6055	874	925
C22	C76	97.6043	866	925
C22	C13	97.6014	867	925
C22	C276	97.5897	865	925
C22	C311	97.5875	871	925
C22	C52	97.5752	871	925
C22	C113	97.575	871	925
C22	C324	97.5716	868	925
C22	C265	97.5707	867	925
C22	C318	97.5027	877	925
C22	C195	97.5023	860	925
C22	C273	97.4946	873	925
C22	C72	97.493	864	925
C22	C136	97.4894	862	925
C22	C21	97.4852	866	925
C22	C91	97.4822	862	925
C22	C206	97.4778	858	925
C22	C80	97.477	859	925
C22	C121	97.4722	863	925
C22	C351	97.4702	867	925
C22	C208	97.4586	862	925
C22	C314	97.4533	872	925
C22	C100	97.4453	871	925
C22	C9	97.4446	867	925
C22	C353	97.4438	867	925
C22	C294	97.4362	872	925
C22	C67	97.4345	868	925
C320	C320	100.0	923	923
C320	C22	99.9958	923	923
C320	C3	99.9748	908	923
C320	C56	99.9738	908	923
C320	C209	98.9841	877	923
C320	C133	98.9579	880	923
C320	C179	98.9576	880	923
C320	C235	98.9488	873	923
C320	C245	98.9369	888	923
C320	C342	98.9229	880	923
C320	C339	98.8872	892	923
C320	C364	98.8842	870	923
C320	C188	98.8841	870	923
C320	C233	98.8772	878	923
C320	C285	98.8723	876	923
C320	C45	98.8605	874	923
C320	C149	98.8604	874	923
C320	C148	98.8417	885	923
C320	C182	98.831	873	923
C320	C255	98.8277	867	923
C320	C224	98.8276	883	923
C320	C355	98.8246	896	923
C320	C309	98.818	880	923
C320	C240	98.8154	878	923
C320	C79	98.8116	877	923
C320	C155	98.8074	875	923
C320	C363	98.8045	887	923
C320	C197	98.8029	892	923
C320	C349	98.8021	886	923
C320	C241	98.7995	882	923
C320	C196	98.7878	881	923
C320	C325	98.7721	883	923
C320	C295	98.6045	875	923
C320	C16	98.2089	866	923
C320	C222	98.1543	853	923
C320	C70	98.1076	870	923
C320	C24	98.1048	873	923
C320	C333	98.0846	873	923
C320	C32	98.0545	860	923
C320	C312	97.9456	856	923
C320	C276	97.6783	860	923
C320	C13	97.6594	862	923
C320	C76	97.6532	863	923
C320	C357	97.6399	865	923
C320	C52	97.6355	863	923
C320	C113	97.6354	863	923
C320	C311	97.6205	867	923
C320	C265	97.616	865	923
C320	C324	97.6156	865	923
C320	C183	97.6035	862	923
C320	C273	97.5769	870	923
C320	C318	97.5661	869	923
C320	C208	97.5412	860	923
C320	C314	97.5205	872	923
C320	C80	97.5145	865	923
C320	C195	97.5103	855	923
C320	C353	97.5028	862	923
C320	C9	97.5023	863	923
C320	C206	97.4871	856	923
C320	C351	97.4831	858	923
C320	C100	97.4818	866	923
C320	C72	97.4805	859	923
C320	C21	97.4689	864	923
C320	C67	97.4397	873	923
C320	C121	97.4366	872	923
C320	C136	97.4137	861	923
C320	C294	97.4126	867	923
C320	C91	97.4059	865	923
C235	C235	100.0	910	910
C235	C45	99.1396	873	910
C235	C149	99.1394	873	910
C235	C233	99.1386	874	910
C235	C245	99.1298	887	910
C235	C182	99.1108	884	910
C235	C196	99.083	889	910
C235	C224	99.0545	878	910
C235	C364	99.0403	863	910
C235	C188	99.0403	863	910
C235	C79	99.0306	879	910
C235	C363	99.0286	881	910
C235	C355	99.0277	886	910
C235	C349	99.0241	882	910
C235	C197	99.023	885	910
C235	C155	99.0228	869	910
C235	C209	99.0069	880	910
C235	C241	99.0068	882	910
C235	C285	99.0028	888	910
C235	C342	98.9967	884	910
C235	C309	98.9954	882	910
C235	C133	98.9901	883	910
C235	C179	98.9898	883	910
C235	C339	98.9781	883	910
C235	C148	98.9757	879	910
C235	C255	98.9645	862	910
C235	C325	98.9604	877	910
C235	C56	98.9592	878	910
C235	C320	98.955	879	910
C235	C3	98.937	879	910
C235	C240	98.9369	880	910
C235	C22	98.9352	883	910
C235	C295	98.7845	867	910
C235	C24	98.333	868	910
C235	C16	98.3203	871	910
C235	C333	98.3197	872	910
C235	C70	98.3001	872	910
C235	C222	98.2752	862	910
C235	C312	98.092	860	910
C235	C32	98.0608	857	910
C235	C52	97.713	866	910
C235	C113	97.7129	866	910
C235	C76	97.6938	857	910
C235	C13	97.6914	858	910
C235	C183	97.6708	862	910
C235	C311	97.6635	867	910
C235	C276	97.6493	870	910
C235	C357	97.6482	865	910
C235	C324	97.6346	862	910
C235	C265	97.6324	862	910
C235	C273	97.631	866	910
C235	C294	97.6292	857	910
C235	C318	97.5938	853	910
C235	C9	97.5852	863	910
C235	C314	97.579	862	910
C235	C67	97.5726	864	910
C235	C121	97.5707	861	910
C235	C353	97.5661	865	910
C235	C100	97.5555	864	910
C235	C136	97.5523	864	910
C235	C208	97.5438	870	910
C235	C80	97.5414	868	910
C235	C91	97.5298	869	910
C235	C21	97.529	866	910
C235	C206	97.5219	858	910
C235	C195	97.5055	858	910
C235	C351	97.4574	866	910
C235	C72	97.4573	866	910
C318	C318	100.0	982	982
C318	C76	99.8676	957	982
C318	C13	99.8643	957	982
C318	C52	99.7073	945	982
C318	C113	99.7072	945	982
C318	C273	99.6989	929	982
C318	C276	99.6764	921	982
C318	C183	99.663	935	982
C318	C311	99.6451	937	982
C318	C265	99.6302	925	982
C318	C324	99.6229	926	982
C318	C357	99.5182	921	982
C318	C195	97.8828	861	982
C318	C206	97.8348	860	982
C318	C72	97.7878	868	982
C318	C208	97.7852	875	982
C318	C80	97.7632	875	982
C318	C351	97.7581	867	982
C318	C295	97.7482	872	982
C318	C294	97.7479	876	982
C318	C67	97.746	880	982
C318	C9	97.7427	862	982
C318	C21	97.7372	865	982
C318	C353	97.728	867	982
C318	C136	97.7271	875	982
C318	C312	97.7185	873	982
C318	C222	97.7142	880	982
C318	C16	97.6995	888	982
C318	C32	97.6938	877	982
C318	C100	97.6871	885	982
C318	C121	97.6823	883	982
C318	C91	97.6815	879	982
C318	C70	97.6614	893	982
C318	C24	97.6363	892	982
C318	C314	97.6318	879	982
C318	C333	97.6281	889	982
C318	C285	97.6089	879	982
C318	C255	97.6039	872	982
C318	C45	97.5961	892	982
C318	C155	97.5953	864	982
C318	C233	97.5915	875	982
C318	C364	97.5893	868	982
C318	C188	97.5892	868	982
C318	C209	97.5879	874	982
C318	C342	97.5853	883	982
C318	C149	97.5804	892	982
C318	C245	97.5694	884	982
C318	C133	97.5665	890	982
C318	C179	97.5662	890	982
C318	C240	97.5562	869	982
C318	C197	97.546	873	982
C318	C339	97.5385	879	982
C318	C79	97.5312	884	982
C318	C182	97.5045	870	982
C318	C320	97.5033	861	982
C318	C56	97.5016	874	982
C318	C3	97.4942	873	982
C318	C325	97.4861	885	982
C318	C22	97.4858	875	982
C318	C196	97.4789	881	982
C318	C224	97.4759	880	982
C318	C349	97.4755	879	982
C318	C363	97.4727	876	982
C318	C309	97.4655	883	982
C318	C241	97.464	885	982
C318	C355	97.4583	867	982
C318	C235	97.4505	871	982
C318	C148	97.4382	883	982
C79	C79	100.0	935	935
C79	C285	99.8288	924	935
C79	C363	99.7593	914	935
C79	C155	98.995	882	935
C79	C235	98.9743	881	935
C79	C149	98.9632	890	935
C79	C45	98.9552	891	935
C79	C364	98.9522	867	935
C79	C188	98.9522	867	935
C79	C241	98.9126	898	935
C79	C309	98.9106	899	935
C79	C56	98.9065	872	935
C79	C224	98.9037	892	935
C79	C3	98.9033	867	935
C79	C233	98.8963	878	935
C79	C355	98.8799	893	935
C79	C240	98.8784	877	935
C79	C245	98.8596	890	935
C79	C349	98.8481	896	935
C79	C342	98.8475	894	935
C79	C255	98.8416	880	935
C79	C182	98.8344	884	935
C79	C320	98.8093	884	935
C79	C197	98.8044	886	935
C79	C325	98.8	892	935
C79	C22	98.79	880	935
C79	C196	98.7842	891	935
C79	C209	98.7765	888	935
C79	C339	98.7636	885	935
C79	C148	98.7587	891	935
C79	C133	98.7161	902	935
C79	C179	98.7156	902	935
C79	C295	98.5145	882	935
C79	C333	98.2504	882	935
C79	C16	98.2362	887	935
C79	C222	98.207	874	935
C79	C70	98.17	881	935
C79	C24	98.1524	896	935
C79	C32	97.9668	870	935
C79	C312	97.8372	871	935
C79	C265	97.5951	880	935
C79	C324	97.5947	880	935
C79	C183	97.5835	890	935
C79	C52	97.5802	892	935
C79	C113	97.5802	892	935
C79	C76	97.5763	885	935
C79	C13	97.5757	885	935
C79	C357	97.5618	874	935
C79	C273	97.5611	879	935
C79	C311	97.5525	894	935
C79	C276	97.545	874	935
C79	C318	97.529	879	935
C79	C67	97.5231	880	935
C79	C294	97.5229	880	935
C79	C351	97.4891	864	935
C79	C9	97.4802	864	935
C79	C72	97.4777	864	935
C79	C195	97.4585	856	935
C79	C353	97.4498	868	935
C79	C21	97.4309	869	935
C79	C208	97.3959	882	935
C79	C80	97.3895	887	935
C79	C91	97.379	859	935
C79	C136	97.3732	863	935
C79	C314	97.3719	874	935
C79	C100	97.3712	869	935
C79	C206	97.3664	872	935
C79	C121	97.353	874	935
C148	C148	100.0	950	952
C148	C355	99.8076	911	952
C148	C309	99.654	908	952
C148	C241	99.6299	910	952
C148	C295	99.0528	903	952
C148	C209	98.9994	893	952
C148	C339	98.9916	900	952
C148	C342	98.9591	896	952
C148	C155	98.957	880	952
C148	C235	98.9543	879	952
C148	C133	98.9542	895	952
C148	C179	98.9539	895	952
C148	C255	98.9339	878	952
C148	C182	98.9167	881	952
C148	C56	98.8988	873	952
C148	C45	98.8698	885	952
C148	C149	98.8683	885	952
C148	C196	98.8575	893	952
C148	C233	98.8484	878	952
C148	C22	98.8446	881	952
C148	C188	98.842	882	952
C148	C364	98.842	882	952
C148	C197	98.8373	896	952
C148	C3	98.8328	873	952
C148	C363	98.8296	891	952
C148	C320	98.8107	887	952
C148	C245	98.7986	894	952
C148	C240	98.7923	881	952
C148	C79	98.7854	893	952
C148	C349	98.7611	892	952
C148	C285	98.7555	889	952
C148	C224	98.7541	893	952
C148	C325	98.7269	894	952
C148	C222	98.1892	869	952
C148	C24	98.115	871	952
C148	C333	98.1022	876	952
C148	C16	98.0877	875	952
C148	C70	98.0757	889	952
C148	C32	97.9535	874	952
C148	C312	97.9531	863	952
C148	C276	97.5505	873	952
C148	C273	97.5154	879	952
C148	C357	97.4977	881	952
C148	C265	97.4883	879	952
C148	C324	97.4883	879	952
C148	C13	97.4656	881	952
C148	C76	97.4655	881	952
C148	C183	97.4647	877	952
C148	C52	97.4465	884	952
C148	C113	97.4449	884	952
C148	C311	97.4224	888	952
C148	C318	97.4075	886	952
C148	C351	97.3764	869	952
C148	C208	97.3688	859	952
C148	C72	97.3594	868	952
C148	C206	97.3572	873	952
C148	C21	97.3516	861	952
C148	C80	97.349	860	952
C148	C9	97.3483	864	952
C148	C195	97.3439	865	952
C148	C353	97.3215	870	952
C148	C294	97.3133	873	952
C148	C67	97.3054	871	952
C148	C314	97.3053	883	952
C148	C121	97.302	880	952
C148	C100	97.2993	876	952
C148	C136	97.2973	868	952
C148	C91	97.2722	869	952
C265	C265	100.0	941	942
C265	C324	99.9997	941	942
C265	C273	99.9253	939	942
C265	C183	99.9087	931	942
C265	C276	99.8848	929	942
C265	C311	99.8848	934	942
C265	C52	99.858	932	942
C265	C113	99.858	932	942
C265	C357	99.7893	911	942
C265	C13	99.7122	920	942
C265	C76	99.7118	920	942
C265	C318	99.7039	921	942
C265	C295	97.9877	882	942
C265	C67	97.916	871	942
C265	C294	97.8961	865	942
C265	C195	97.8949	866	942
C265	C351	97.8935	868	942
C265	C136	97.8915	862	942
C265	C9	97.8882	866	942
C265	C21	97.8862	865	942
C265	C91	97.8813	866	942
C265	C80	97.8808	869	942
C265	C206	97.8754	863	942
C265	C353	97.8699	871	942
C265	C72	97.866	869	942
C265	C208	97.86	867	942
C265	C312	97.8143	863	942
C265	C121	97.8075	868	942
C265	C314	97.7976	876	942
C265	C32	97.7974	867	942
C265	C16	97.7931	875	942
C265	C70	97.792	889	942
C265	C100	97.7861	872	942
C265	C24	97.7849	877	942
C265	C233	97.7273	862	942
C265	C245	97.7173	874	942
C265	C333	97.7147	874	942
C265	C149	97.701	868	942
C265	C45	97.698	868	942
C265	C79	97.697	866	942
C265	C285	97.6941	870	942
C265	C320	97.678	854	942
C265	C222	97.6753	875	942
C265	C364	97.6649	867	942
C265	C188	97.6648	867	942
C265	C363	97.6645	873	942
C265	C155	97.6629	854	942
C265	C235	97.6629	866	942
C265	C355	97.6612	867	942
C265	C224	97.655	884	942
C265	C196	97.6486	874	942
C265	C241	97.6459	862	942
C265	C197	97.6449	869	942
C265	C182	97.6445	874	942
C265	C349	97.6424	884	942
C265	C209	97.634	865	942
C265	C309	97.6248	864	942
C265	C56	97.6232	871	942
C265	C339	97.6207	869	942
C265	C3	97.6042	867	942
C265	C22	97.6006	868	942
C265	C325	97.5985	875	942
C265	C133	97.5973	873	942
C265	C179	97.597	873	942
C265	C240	97.5932	872	942
C265	C255	97.5915	860	942
C265	C342	97.5817	875	942
C265	C148	97.4442	884	942
C324	C324	100.0	941	942
C324	C265	99.9998	941	942
C324	C273	99.9254	939	942
C324	C183	99.909	930	942
C324	C276	99.885	929	942
C324	C311	99.8849	934	942
C324	C52	99.8581	932	942
C324	C113	99.858	932	942
C324	C357	99.7892	911	942
C324	C13	99.7121	920	942
C324	C76	99.7117	920	942
C324	C318	99.7044	921	942
C324	C295	97.987	883	942
C324	C67	97.9237	870	942
C324	C294	97.8949	866	942
C324	C351	97.8941	869	942
C324	C136	97.8926	862	942
C324	C21	97.8918	866	942
C324	C9	97.8914	866	942
C324	C195	97.8892	867	942
C324	C80	97.8874	869	942
C324	C91	97.881	867	942
C324	C206	97.8782	861	942
C324	C353	97.873	871	942
C324	C72	97.8674	871	942
C324	C208	97.8633	868	942
C324	C70	97.8161	890	942
C324	C312	97.8145	862	942
C324	C121	97.8118	869	942
C324	C314	97.7983	877	942
C324	C32	97.7957	869	942
C324	C16	97.7934	876	942
C324	C100	97.7903	873	942
C324	C24	97.7545	879	942
C324	C233	97.7456	859	942
C324	C333	97.732	875	942
C324	C245	97.7273	875	942
C324	C285	97.7037	871	942
C324	C149	97.7013	865	942
C324	C45	97.6978	865	942
C324	C79	97.681	865	942
C324	C320	97.6769	854	942
C324	C222	97.6746	875	942
C324	C235	97.6672	866	942
C324	C155	97.6657	852	942
C324	C363	97.6646	873	942
C324	C196	97.6617	874	942
C324	C364	97.6591	868	942
C324	C188	97.6589	868	942
C324	C224	97.6552	882	942
C324	C182	97.6547	875	942
C324	C355	97.6543	869	942
C324	C241	97.6475	862	942
C324	C349	97.6474	883	942
C324	C197	97.6444	868	942
C324	C209	97.64	865	942
C324	C3	97.6311	865	942
C324	C309	97.6293	864	942
C324	C56	97.6269	869	942
C324	C339	97.6225	869	942
C324	C325	97.6163	873	942
C324	C133	97.6021	871	942
C324	C179	97.6018	871	942
C324	C22	97.601	868	942
C324	C240	97.582	872	942
C324	C342	97.579	874	942
C324	C255	97.5725	861	942
C324	C148	97.4334	887	942
C13	C13	100.0	972	972
C13	C76	99.9996	971	972
C13	C318	99.8942	952	972
C13	C311	99.7659	933	972
C13	C183	99.7653	936	972
C13	C52	99.7491	940	972
C13	C113	99.7489	940	972
C13	C265	99.7024	921	972
C13	C276	99.7001	921	972
C13	C273	99.682	924	972
C13	C324	99.6814	922	972
C13	C357	99.59	914	972
C13	C21	97.8984	869	972
C13	C208	97.8719	879	972
C13	C9	97.8588	865	972
C13	C80	97.8536	879	972
C13	C195	97.8525	868	972
C13	C353	97.8506	869	972
C13	C91	97.8472	881	972
C13	C351	97.8333	871	972
C13	C136	97.8314	884	972
C13	C72	97.8276	871	972
C13	C67	97.8243	895	972
C13	C294	97.8228	890	972
C13	C206	97.8172	870	972
C13	C32	97.8086	872	972
C13	C314	97.8018	883	972
C13	C295	97.7935	881	972
C13	C16	97.7781	889	972
C13	C70	97.7707	895	972
C13	C121	97.7609	887	972
C13	C100	97.7565	889	972
C13	C222	97.756	878	972
C13	C312	97.755	880	972
C13	C24	97.7416	894	972
C13	C333	97.7239	892	972
C13	C285	97.6794	892	972
C13	C45	97.6788	894	972
C13	C233	97.6696	876	972
C13	C245	97.6644	883	972
C13	C149	97.6571	896	972
C13	C155	97.6272	862	972
C13	C342	97.6222	884	972
C13	C255	97.6214	872	972
C13	C188	97.6203	861	972
C13	C364	97.6203	861	972
C13	C79	97.6039	889	972
C13	C240	97.5935	866	972
C13	C363	97.5902	884	972
C13	C3	97.5868	869	972
C13	C56	97.5866	870	972
C13	C182	97.5865	877	972
C13	C133	97.5811	890	972
C13	C179	97.5808	890	972
C13	C209	97.5711	873	972
C13	C355	97.5704	872	972
C13	C196	97.5693	885	972
C13	C241	97.5586	896	972
C13	C235	97.5454	875	972
C13	C309	97.5426	896	972
C13	C325	97.5378	887	972
C13	C22	97.5256	877	972
C13	C197	97.5153	881	972
C13	C349	97.5141	885	972
C13	C339	97.5119	886	972
C13	C224	97.5042	884	972
C13	C320	97.489	871	972
C13	C148	97.4035	886	972
C76	C76	100.0	972	972
C76	C13	99.9982	972	972
C76	C318	99.8965	952	972
C76	C183	99.7728	935	972
C76	C311	99.7645	933	972
C76	C52	99.7479	940	972
C76	C113	99.7477	940	972
C76	C276	99.7054	920	972
C76	C265	99.7032	920	972
C76	C324	99.6821	921	972
C76	C273	99.6756	924	972
C76	C357	99.5825	915	972
C76	C21	97.8952	869	972
C76	C208	97.8706	879	972
C76	C9	97.8571	866	972
C76	C80	97.8522	878	972
C76	C195	97.852	868	972
C76	C353	97.8489	870	972
C76	C91	97.8459	881	972
C76	C351	97.8323	871	972
C76	C136	97.8301	884	972
C76	C72	97.8256	872	972
C76	C294	97.8232	891	972
C76	C206	97.823	869	972
C76	C67	97.8227	895	972
C76	C32	97.8083	872	972
C76	C295	97.7932	880	972
C76	C314	97.7915	885	972
C76	C121	97.7828	886	972
C76	C16	97.7776	889	972
C76	C100	97.7773	890	972
C76	C70	97.7736	894	972
C76	C222	97.7546	878	972
C76	C312	97.7436	881	972
C76	C24	97.7404	894	972
C76	C333	97.7223	892	972
C76	C45	97.6781	895	972
C76	C285	97.6779	893	972
C76	C233	97.6698	875	972
C76	C245	97.6643	883	972
C76	C149	97.6567	897	972
C76	C155	97.6257	863	972
C76	C255	97.6214	872	972
C76	C188	97.6207	862	972
C76	C364	97.6207	862	972
C76	C342	97.6162	885	972
C76	C240	97.6062	866	972
C76	C79	97.6009	889	972
C76	C363	97.5899	884	972
C76	C56	97.588	868	972
C76	C3	97.5845	870	972
C76	C182	97.581	879	972
C76	C133	97.5713	891	972
C76	C179	97.5711	891	972
C76	C209	97.5708	873	972
C76	C355	97.5697	872	972
C76	C241	97.5648	895	972
C76	C196	97.5629	887	972
C76	C235	97.5427	874	972
C76	C325	97.5383	888	972
C76	C309	97.5362	897	972
C76	C22	97.5256	877	972
C76	C197	97.5143	881	972
C76	C349	97.5142	885	972
C76	C339	97.4944	887	972
C76	C224	97.4929	887	972
C76	C320	97.489	872	972
C76	C148	97.3914	886	972
C80	C80	100.0	920	920
C80	C208	99.9983	920	920
C80	C21	99.9403	902	920
C80	C314	99.9377	904	920
C80	C9	99.9361	896	920
C80	C353	99.9352	901	920
C80	C195	99.9324	890	920
C80	C206	99.9323	892	920
C80	C136	99.9298	898	920
C80	C91	99.9292	898	920
C80	C121	99.8955	904	920
C80	C100	99.8955	904	920
C80	C294	99.8851	912	920
C80	C67	99.882	913	920
C80	C351	99.8679	899	920
C80	C72	99.8608	901	920
C80	C183	97.9241	875	920
C80	C276	97.9155	861	920
C80	C357	97.8988	861	920
C80	C311	97.8934	877	920
C80	C113	97.8892	885	920
C80	C52	97.8883	884	920
C80	C273	97.8813	866	920
C80	C265	97.8562	868	920
C80	C324	97.8559	867	920
C80	C13	97.8223	880	920
C80	C76	97.822	880	920
C80	C318	97.7511	876	920
C80	C70	97.597	868	920
C80	C16	97.5838	880	920
C80	C245	97.5692	863	920
C80	C312	97.5487	860	920
C80	C333	97.5388	884	920
C80	C222	97.5338	869	920
C80	C3	97.5278	858	920
C80	C32	97.5249	861	920
C80	C24	97.5191	880	920
C80	C149	97.5103	871	920
C80	C45	97.5051	871	920
C80	C56	97.4992	862	920
C80	C22	97.4989	861	920
C80	C235	97.4918	859	920
C80	C182	97.4778	864	920
C80	C285	97.4738	882	920
C80	C255	97.4594	855	920
C80	C233	97.4576	857	920
C80	C342	97.4534	877	920
C80	C240	97.4512	858	920
C80	C196	97.4399	869	920
C80	C133	97.4367	879	920
C80	C179	97.4365	879	920
C80	C155	97.4327	851	920
C80	C364	97.4324	845	920
C80	C197	97.4324	866	920
C80	C188	97.4321	845	920
C80	C320	97.4318	865	920
C80	C79	97.4284	875	920
C80	C355	97.4281	870	920
C80	C224	97.4095	858	920
C80	C209	97.405	867	920
C80	C363	97.4012	871	920
C80	C339	97.3997	865	920
C80	C349	97.3883	860	920
C80	C309	97.3865	882	920
C80	C295	97.3594	868	920
C80	C325	97.3583	868	920
C80	C241	97.3569	884	920
C80	C148	97.3351	870	920
C208	C208	100.0	921	921
C208	C80	99.9966	921	921
C208	C21	99.9373	901	921
C208	C9	99.9346	896	921
C208	C353	99.9337	901	921
C208	C314	99.9332	903	921
C208	C195	99.9313	891	921
C208	C206	99.9291	892	921
C208	C136	99.9268	898	921
C208	C91	99.9262	898	921
C208	C121	99.8942	903	921
C208	C100	99.894	903	921
C208	C294	99.8852	909	921
C208	C67	99.8753	912	921
C208	C351	99.8494	901	921
C208	C72	99.8424	902	921
C208	C183	97.9373	871	921
C208	C311	97.9274	874	921
C208	C276	97.9107	862	921
C208	C357	97.9068	862	921
C208	C113	97.9018	882	921
C208	C52	97.9011	883	921
C208	C273	97.8931	868	921
C208	C265	97.8671	866	921
C208	C324	97.8645	866	921
C208	C13	97.823	886	921
C208	C76	97.8227	886	921
C208	C318	97.7605	876	921
C208	C16	97.6089	878	921
C208	C70	97.6055	868	921
C208	C245	97.5736	867	921
C208	C312	97.5662	862	921
C208	C333	97.5385	884	921
C208	C56	97.5348	861	921
C208	C32	97.5305	861	921
C208	C3	97.5264	858	921
C208	C149	97.5103	873	921
C208	C222	97.5102	871	921
C208	C45	97.5052	873	921
C208	C235	97.4933	867	921
C208	C182	97.4932	862	921
C208	C22	97.4927	864	921
C208	C24	97.4919	881	921
C208	C255	97.4757	858	921
C208	C285	97.4741	882	921
C208	C320	97.468	862	921
C208	C355	97.4599	864	921
C208	C133	97.4558	877	921
C208	C179	97.4555	877	921
C208	C233	97.454	863	921
C208	C196	97.4514	868	921
C208	C155	97.4498	855	921
