Query	Ref	ANI	Bidirect_FragMap	Total_Query_Frags
GCA_014109065	GCA_013819985	98.3506	1455	1649
GCA_014109065	GCA_013891895	98.327	1457	1649
GCA_014109065	GCA_013752075	98.2736	1486	1649
GCA_014109065	GCA_013817865	97.9306	1413	1649
GCA_014109065	GCA_013886475	97.7973	1439	1649
GCA_014109065	GCA_013835405	97.7796	1429	1649
GCA_014109065	GCA_013806925	97.741	1426	1649
GCA_014109065	GCA_013806525	97.7409	1426	1649
GCA_014109065	GCA_013806085	97.7408	1426	1649
GCA_014109065	GCA_013786125	97.2902	1423	1649
GCA_014109065	GCA_013728735	97.1547	1459	1649
GCA_014109065	GCA_013896515	97.1363	1433	1649
GCA_014109065	GCA_013897665	97.1323	1430	1649
GCA_014109065	GCA_013898775	97.1286	1401	1649
GCA_014109065	GCA_013898995	97.1285	1401	1649
GCA_014109065	GCA_013830785	97.1228	1417	1649
GCA_014109065	GCA_013897255	97.1223	1434	1649
GCA_014109065	GCA_013896775	97.1183	1431	1649
GCA_014109065	GCA_014103195	97.0952	1407	1649
GCA_014109065	GCA_013823125	97.0612	1434	1649
GCA_014109065	GCA_013836945	97.0572	1424	1649
GCA_014109065	GCA_013800125	97.0572	1396	1649
GCA_014109065	GCA_013900245	97.0558	1424	1649
GCA_014109065	GCA_013602835	97.0107	1388	1649
GCA_014109065	GCA_013790245	96.9989	1437	1649
GCA_014109065	GCA_013782445	96.7125	1368	1649
GCA_014109065	GCA_013924285	96.7036	1367	1649
GCA_014109065	GCA_013796065	96.6788	1387	1649
GCA_014109065	GCA_013928845	96.6304	1374	1649
GCA_014109065	GCA_013894235	92.4086	1249	1649
GCA_014109065	GCA_013817505	92.3259	1261	1649
GCA_014109065	GCA_014103665	91.2979	1278	1649
GCA_014109065	GCA_013745515	91.2649	1293	1649
GCA_014109065	GCA_013746655	91.208	1291	1649
GCA_014109065	GCA_014103465	91.1552	1283	1649
GCA_014109065	GCA_013732895	91.1044	1295	1649
GCA_013923405	GCA_013923405	100.0	1649	1649
GCA_013923405	GCA_014109065	99.9992	1645	1649
GCA_013923405	GCA_014109125	99.9983	1648	1649
GCA_013923405	GCA_013821965	99.5064	1480	1649
GCA_013923405	GCA_013750375	98.4571	1454	1649
GCA_013923405	GCA_013899205	98.4355	1478	1649
GCA_013923405	GCA_013898935	98.4266	1481	1649
GCA_013923405	GCA_013895455	98.418	1432	1649
GCA_013923405	GCA_013899665	98.4148	1436	1649
GCA_013923405	GCA_013713325	98.4042	1468	1649
GCA_013923405	GCA_013894775	98.3946	1474	1649
GCA_013923405	GCA_013712565	98.3833	1472	1649
GCA_013923405	GCA_013752295	98.3798	1464	1649
GCA_013923405	GCA_013783465	98.3463	1430	1649
GCA_013923405	GCA_013819985	98.3324	1454	1649
GCA_013923405	GCA_013891895	98.3013	1459	1649
GCA_013923405	GCA_013752075	98.2711	1481	1649
GCA_013923405	GCA_013817865	97.9552	1407	1649
GCA_013923405	GCA_013886475	97.7837	1440	1649
GCA_013923405	GCA_013806925	97.7759	1426	1649
GCA_013923405	GCA_013806525	97.7759	1426	1649
GCA_013923405	GCA_013806085	97.7758	1426	1649
GCA_013923405	GCA_013835405	97.7728	1433	1649
GCA_013923405	GCA_013786125	97.2981	1422	1649
GCA_013923405	GCA_013728735	97.1817	1446	1649
GCA_013923405	GCA_013830785	97.1288	1415	1649
GCA_013923405	GCA_014103195	97.124	1398	1649
GCA_013923405	GCA_013898775	97.1239	1405	1649
GCA_013923405	GCA_013898995	97.1239	1405	1649
GCA_013923405	GCA_013896515	97.1096	1429	1649
GCA_013923405	GCA_013836945	97.1088	1422	1649
GCA_013923405	GCA_013823125	97.1047	1427	1649
GCA_013923405	GCA_013897665	97.0944	1436	1649
GCA_013923405	GCA_013896775	97.0907	1437	1649
GCA_013923405	GCA_013897255	97.0905	1437	1649
GCA_013923405	GCA_013800125	97.0776	1400	1649
GCA_013923405	GCA_013900245	97.0652	1416	1649
GCA_013923405	GCA_013602835	97.0355	1378	1649
GCA_013923405	GCA_013790245	96.9606	1433	1649
GCA_013923405	GCA_013924285	96.7627	1361	1649
GCA_013923405	GCA_013782445	96.7565	1366	1649
GCA_013923405	GCA_013796065	96.7191	1382	1649
GCA_013923405	GCA_013928845	96.6365	1363	1649
GCA_013923405	GCA_013894235	92.3909	1258	1649
GCA_013923405	GCA_013817505	92.318	1261	1649
GCA_013923405	GCA_014103665	91.2918	1277	1649
GCA_013923405	GCA_013745515	91.252	1296	1649
GCA_013923405	GCA_013746655	91.1833	1288	1649
GCA_013923405	GCA_014103465	91.1701	1278	1649
GCA_013923405	GCA_013732895	91.0831	1286	1649
GCA_013821965	GCA_013821965	100.0	1634	1636
GCA_013821965	GCA_014109125	99.5121	1478	1636
GCA_013821965	GCA_013923405	99.5065	1474	1636
GCA_013821965	GCA_014109065	99.4945	1480	1636
GCA_013821965	GCA_013750375	98.5097	1454	1636
GCA_013821965	GCA_013713325	98.4977	1448	1636
GCA_013821965	GCA_013894775	98.4946	1456	1636
GCA_013821965	GCA_013712565	98.4849	1444	1636
GCA_013821965	GCA_013752295	98.4387	1445	1636
GCA_013821965	GCA_013899665	98.4293	1441	1636
GCA_013821965	GCA_013898935	98.4254	1456	1636
GCA_013821965	GCA_013899205	98.4249	1457	1636
GCA_013821965	GCA_013895455	98.4194	1444	1636
GCA_013821965	GCA_013783465	98.4013	1439	1636
GCA_013821965	GCA_013891895	98.3843	1432	1636
GCA_013821965	GCA_013819985	98.3067	1474	1636
GCA_013821965	GCA_013752075	98.2939	1451	1636
GCA_013821965	GCA_013886475	97.9648	1391	1636
GCA_013821965	GCA_013806925	97.9131	1404	1636
GCA_013821965	GCA_013806085	97.8983	1405	1636
GCA_013821965	GCA_013806525	97.8983	1405	1636
GCA_013821965	GCA_013817865	97.8619	1421	1636
GCA_013821965	GCA_013835405	97.834	1415	1636
GCA_013821965	GCA_013786125	97.2831	1418	1636
GCA_013821965	GCA_013896515	97.2745	1431	1636
GCA_013821965	GCA_013897665	97.2331	1430	1636
GCA_013821965	GCA_013897255	97.2124	1433	1636
GCA_013821965	GCA_013896775	97.2124	1433	1636
GCA_013821965	GCA_013728735	97.1922	1415	1636
GCA_013821965	GCA_013823125	97.1721	1392	1636
GCA_013821965	GCA_013900245	97.1626	1426	1636
GCA_013821965	GCA_013800125	97.159	1378	1636
GCA_013821965	GCA_013898775	97.1269	1385	1636
GCA_013821965	GCA_013898995	97.1269	1385	1636
GCA_013821965	GCA_013836945	97.1079	1412	1636
GCA_013821965	GCA_014103195	97.1057	1373	1636
GCA_013821965	GCA_013602835	97.1028	1373	1636
GCA_013821965	GCA_013830785	97.0589	1400	1636
GCA_013821965	GCA_013790245	97.0154	1398	1636
GCA_013821965	GCA_013924285	96.7473	1338	1636
GCA_013821965	GCA_013796065	96.6817	1337	1636
GCA_013821965	GCA_013782445	96.6815	1355	1636
GCA_013821965	GCA_013928845	96.6794	1361	1636
GCA_013821965	GCA_013817505	92.4429	1266	1636
GCA_013821965	GCA_013894235	92.3461	1279	1636
GCA_013821965	GCA_013746655	91.2307	1304	1636
GCA_013821965	GCA_013732895	91.2141	1300	1636
GCA_013821965	GCA_014103465	91.2051	1289	1636
GCA_013821965	GCA_014103665	91.1418	1280	1636
GCA_013821965	GCA_013745515	91.1053	1313	1636
GCA_013819985	GCA_013819985	100.0	1643	1646
GCA_013819985	GCA_013895455	99.1042	1485	1646
GCA_013819985	GCA_013899665	99.0981	1488	1646
GCA_013819985	GCA_013783465	99.0347	1477	1646
GCA_013819985	GCA_013752075	98.9681	1534	1646
GCA_013819985	GCA_013891895	98.9147	1533	1646
GCA_013819985	GCA_013750375	98.8424	1469	1646
GCA_013819985	GCA_013894775	98.7946	1480	1646
GCA_013819985	GCA_013752295	98.7655	1465	1646
GCA_013819985	GCA_013712565	98.7561	1482	1646
GCA_013819985	GCA_013713325	98.7455	1480	1646
GCA_013819985	GCA_013898935	98.6789	1491	1646
GCA_013819985	GCA_013899205	98.677	1492	1646
GCA_013819985	GCA_013821965	98.3518	1478	1646
GCA_013819985	GCA_014109125	98.309	1457	1646
GCA_013819985	GCA_013923405	98.3045	1456	1646
GCA_013819985	GCA_014109065	98.3003	1458	1646
GCA_013819985	GCA_013817865	97.8553	1423	1646
GCA_013819985	GCA_013886475	97.7861	1433	1646
GCA_013819985	GCA_013835405	97.7504	1451	1646
GCA_013819985	GCA_013806085	97.7239	1431	1646
GCA_013819985	GCA_013806525	97.7236	1430	1646
GCA_013819985	GCA_013806925	97.7219	1431	1646
GCA_013819985	GCA_013786125	97.3102	1431	1646
GCA_013819985	GCA_013836945	97.1919	1428	1646
GCA_013819985	GCA_013897665	97.1377	1452	1646
GCA_013819985	GCA_013896775	97.1264	1455	1646
GCA_013819985	GCA_013823125	97.1258	1447	1646
GCA_013819985	GCA_013897255	97.1257	1455	1646
GCA_013819985	GCA_013800125	97.0818	1434	1646
GCA_013819985	GCA_013896515	97.0752	1462	1646
GCA_013819985	GCA_013602835	97.0655	1394	1646
GCA_013819985	GCA_013728735	97.0596	1458	1646
GCA_013819985	GCA_014103195	97.0276	1413	1646
GCA_013819985	GCA_013830785	97.013	1414	1646
GCA_013819985	GCA_013900245	97.0091	1467	1646
GCA_013819985	GCA_013898775	96.966	1430	1646
GCA_013819985	GCA_013898995	96.9659	1430	1646
GCA_013819985	GCA_013790245	96.8941	1429	1646
GCA_013819985	GCA_013924285	96.8031	1414	1646
GCA_013819985	GCA_013928845	96.6191	1389	1646
GCA_013819985	GCA_013782445	96.5844	1361	1646
GCA_013819985	GCA_013796065	96.5471	1376	1646
GCA_013819985	GCA_013817505	92.3354	1269	1646
GCA_013819985	GCA_013894235	92.3148	1259	1646
GCA_013819985	GCA_014103665	91.1921	1317	1646
GCA_013819985	GCA_013745515	91.1679	1290	1646
GCA_013819985	GCA_013746655	91.1295	1321	1646
GCA_013819985	GCA_014103465	91.1251	1312	1646
GCA_013819985	GCA_013732895	91.0914	1327	1646
GCA_013899665	GCA_013899665	100.0	1664	1666
GCA_013899665	GCA_013895455	99.9984	1659	1666
GCA_013899665	GCA_013819985	99.1151	1491	1666
GCA_013899665	GCA_013891895	99.1079	1482	1666
GCA_013899665	GCA_013783465	99.0402	1464	1666
GCA_013899665	GCA_013752075	98.981	1483	1666
GCA_013899665	GCA_013750375	98.8879	1465	1666
GCA_013899665	GCA_013894775	98.861	1470	1666
GCA_013899665	GCA_013752295	98.8224	1463	1666
GCA_013899665	GCA_013713325	98.7879	1460	1666
GCA_013899665	GCA_013712565	98.781	1459	1666
GCA_013899665	GCA_013898935	98.6841	1470	1666
GCA_013899665	GCA_013899205	98.6832	1471	1666
GCA_013899665	GCA_014109125	98.3668	1448	1666
GCA_013899665	GCA_014109065	98.3662	1449	1666
GCA_013899665	GCA_013923405	98.3509	1444	1666
GCA_013899665	GCA_013821965	98.3245	1452	1666
GCA_013899665	GCA_013817865	97.8267	1430	1666
GCA_013899665	GCA_013806525	97.826	1398	1666
GCA_013899665	GCA_013806085	97.8256	1398	1666
GCA_013899665	GCA_013806925	97.8236	1396	1666
GCA_013899665	GCA_013886475	97.8099	1396	1666
GCA_013899665	GCA_013835405	97.7835	1433	1666
GCA_013899665	GCA_013786125	97.3152	1438	1666
GCA_013899665	GCA_013800125	97.2073	1403	1666
GCA_013899665	GCA_014103195	97.2051	1365	1666
GCA_013899665	GCA_013728735	97.1947	1433	1666
GCA_013899665	GCA_013898775	97.1791	1390	1666
GCA_013899665	GCA_013898995	97.179	1390	1666
GCA_013899665	GCA_013602835	97.1751	1382	1666
GCA_013899665	GCA_013897255	97.1531	1428	1666
GCA_013899665	GCA_013896775	97.153	1428	1666
GCA_013899665	GCA_013897665	97.1528	1428	1666
GCA_013899665	GCA_013836945	97.151	1426	1666
GCA_013899665	GCA_013823125	97.1034	1423	1666
GCA_013899665	GCA_013900245	97.1011	1422	1666
GCA_013899665	GCA_013896515	97.0947	1440	1666
GCA_013899665	GCA_013830785	96.981	1423	1666
GCA_013899665	GCA_013790245	96.9581	1416	1666
GCA_013899665	GCA_013924285	96.7421	1347	1666
GCA_013899665	GCA_013928845	96.7127	1357	1666
GCA_013899665	GCA_013796065	96.6963	1353	1666
GCA_013899665	GCA_013782445	96.6871	1364	1666
GCA_013899665	GCA_013894235	92.3657	1265	1666
GCA_013899665	GCA_013817505	92.354	1285	1666
GCA_013899665	GCA_013745515	91.206	1290	1666
GCA_013899665	GCA_014103665	91.1728	1276	1666
GCA_013899665	GCA_013746655	91.082	1278	1666
GCA_013899665	GCA_014103465	91.0422	1267	1666
GCA_013899665	GCA_013732895	91.0387	1275	1666
GCA_013895455	GCA_013895455	100.0	1684	1686
GCA_013895455	GCA_013899665	99.9987	1657	1686
GCA_013895455	GCA_013819985	99.1205	1488	1686
GCA_013895455	GCA_013891895	99.1145	1477	1686
GCA_013895455	GCA_013783465	99.0593	1458	1686
GCA_013895455	GCA_013752075	98.987	1477	1686
GCA_013895455	GCA_013750375	98.8922	1459	1686
GCA_013895455	GCA_013894775	98.8578	1468	1686
GCA_013895455	GCA_013752295	98.8329	1456	1686
GCA_013895455	GCA_013713325	98.8271	1454	1686
GCA_013895455	GCA_013712565	98.822	1452	1686
GCA_013895455	GCA_013898935	98.6984	1474	1686
GCA_013895455	GCA_013899205	98.6977	1473	1686
GCA_013895455	GCA_014109065	98.3692	1443	1686
GCA_013895455	GCA_014109125	98.3644	1444	1686
GCA_013895455	GCA_013923405	98.344	1439	1686
GCA_013895455	GCA_013821965	98.3237	1456	1686
GCA_013895455	GCA_013817865	97.8459	1430	1686
GCA_013895455	GCA_013886475	97.8182	1398	1686
GCA_013895455	GCA_013806525	97.802	1401	1686
GCA_013895455	GCA_013806085	97.8017	1401	1686
GCA_013895455	GCA_013806925	97.7996	1399	1686
GCA_013895455	GCA_013835405	97.7835	1431	1686
GCA_013895455	GCA_013786125	97.311	1438	1686
GCA_013895455	GCA_013800125	97.218	1398	1686
GCA_013895455	GCA_013898995	97.1975	1384	1686
GCA_013895455	GCA_013898775	97.1975	1384	1686
GCA_013895455	GCA_014103195	97.1868	1363	1686
GCA_013895455	GCA_013728735	97.1848	1434	1686
GCA_013895455	GCA_013602835	97.1667	1376	1686
GCA_013895455	GCA_013897255	97.1663	1422	1686
GCA_013895455	GCA_013896775	97.1644	1421	1686
GCA_013895455	GCA_013897665	97.1637	1421	1686
GCA_013895455	GCA_013836945	97.1486	1422	1686
GCA_013895455	GCA_013900245	97.1128	1416	1686
GCA_013895455	GCA_013896515	97.1127	1432	1686
GCA_013895455	GCA_013823125	97.1106	1420	1686
GCA_013895455	GCA_013790245	96.9505	1414	1686
GCA_013895455	GCA_013830785	96.9404	1419	1686
GCA_013895455	GCA_013796065	96.7213	1343	1686
GCA_013895455	GCA_013924285	96.7194	1346	1686
GCA_013895455	GCA_013928845	96.7179	1348	1686
GCA_013895455	GCA_013782445	96.6896	1359	1686
GCA_013895455	GCA_013894235	92.3439	1265	1686
GCA_013895455	GCA_013817505	92.3036	1277	1686
GCA_013895455	GCA_013745515	91.1969	1285	1686
GCA_013895455	GCA_014103665	91.1475	1268	1686
GCA_013895455	GCA_013746655	91.051	1280	1686
GCA_013895455	GCA_013732895	91.0222	1272	1686
GCA_013895455	GCA_014103465	90.9927	1271	1686
GCA_013783465	GCA_013783465	100.0	1618	1623
GCA_013783465	GCA_013899665	99.0711	1463	1623
GCA_013783465	GCA_013895455	99.0683	1461	1623
GCA_013783465	GCA_013891895	99.0343	1464	1623
GCA_013783465	GCA_013819985	98.9925	1482	1623
GCA_013783465	GCA_013752075	98.9551	1476	1623
GCA_013783465	GCA_013750375	98.8096	1460	1623
GCA_013783465	GCA_013894775	98.77	1480	1623
GCA_013783465	GCA_013899205	98.7319	1454	1623
GCA_013783465	GCA_013898935	98.7272	1454	1623
GCA_013783465	GCA_013713325	98.6761	1463	1623
GCA_013783465	GCA_013752295	98.6697	1456	1623
GCA_013783465	GCA_013712565	98.6665	1465	1623
GCA_013783465	GCA_013821965	98.3952	1442	1623
GCA_013783465	GCA_014109065	98.346	1434	1623
GCA_013783465	GCA_013923405	98.3418	1433	1623
GCA_013783465	GCA_014109125	98.327	1432	1623
GCA_013783465	GCA_013817865	97.8255	1409	1623
GCA_013783465	GCA_013886475	97.7997	1409	1623
GCA_013783465	GCA_013806525	97.7666	1408	1623
GCA_013783465	GCA_013806925	97.7665	1408	1623
GCA_013783465	GCA_013806085	97.7664	1408	1623
GCA_013783465	GCA_013835405	97.7326	1429	1623
GCA_013783465	GCA_013786125	97.3783	1433	1623
GCA_013783465	GCA_013896515	97.2013	1458	1623
GCA_013783465	GCA_013897255	97.1768	1459	1623
GCA_013783465	GCA_013896775	97.1767	1459	1623
GCA_013783465	GCA_013897665	97.1765	1457	1623
GCA_013783465	GCA_013728735	97.1744	1430	1623
GCA_013783465	GCA_013836945	97.1441	1417	1623
GCA_013783465	GCA_013823125	97.1419	1420	1623
GCA_013783465	GCA_014103195	97.1288	1399	1623
GCA_013783465	GCA_013800125	97.114	1398	1623
GCA_013783465	GCA_013898775	97.1091	1399	1623
GCA_013783465	GCA_013898995	97.1089	1399	1623
GCA_013783465	GCA_013602835	97.0275	1408	1623
GCA_013783465	GCA_013790245	97.016	1431	1623
GCA_013783465	GCA_013830785	97.0062	1448	1623
GCA_013783465	GCA_013900245	97.0039	1435	1623
GCA_013783465	GCA_013782445	96.8255	1343	1623
GCA_013783465	GCA_013924285	96.7455	1359	1623
GCA_013783465	GCA_013928845	96.6907	1364	1623
GCA_013783465	GCA_013796065	96.677	1356	1623
GCA_013783465	GCA_013817505	92.3308	1263	1623
GCA_013783465	GCA_013894235	92.2612	1271	1623
GCA_013783465	GCA_013745515	91.24	1311	1623
GCA_013783465	GCA_014103665	91.2138	1307	1623
GCA_013783465	GCA_014103465	91.2045	1281	1623
GCA_013783465	GCA_013746655	91.1158	1296	1623
GCA_013783465	GCA_013732895	91.0566	1327	1623
GCA_013752075	GCA_013752075	100.0	1806	1808
GCA_013752075	GCA_013783465	98.9656	1476	1808
GCA_013752075	GCA_013895455	98.9642	1477	1808
GCA_013752075	GCA_013819985	98.9522	1533	1808
GCA_013752075	GCA_013899665	98.9397	1483	1808
GCA_013752075	GCA_013891895	98.8931	1512	1808
GCA_013752075	GCA_013750375	98.7908	1486	1808
GCA_013752075	GCA_013752295	98.7884	1495	1808
GCA_013752075	GCA_013894775	98.6914	1516	1808
GCA_013752075	GCA_013712565	98.6049	1487	1808
GCA_013752075	GCA_013898935	98.6009	1513	1808
GCA_013752075	GCA_013899205	98.6006	1513	1808
GCA_013752075	GCA_013713325	98.5953	1486	1808
GCA_013752075	GCA_013821965	98.2863	1452	1808
GCA_013752075	GCA_014109125	98.2354	1485	1808
GCA_013752075	GCA_014109065	98.2349	1485	1808
GCA_013752075	GCA_013923405	98.229	1483	1808
GCA_013752075	GCA_013817865	97.7298	1426	1808
GCA_013752075	GCA_013806525	97.6675	1452	1808
GCA_013752075	GCA_013806925	97.6674	1452	1808
GCA_013752075	GCA_013806085	97.6671	1452	1808
GCA_013752075	GCA_013835405	97.6446	1463	1808
GCA_013752075	GCA_013886475	97.6407	1462	1808
GCA_013752075	GCA_013786125	97.2844	1449	1808
GCA_013752075	GCA_013900245	97.1235	1469	1808
GCA_013752075	GCA_013728735	97.1212	1511	1808
GCA_013752075	GCA_013823125	97.067	1455	1808
GCA_013752075	GCA_014103195	97.0506	1458	1808
GCA_013752075	GCA_013897255	97.0447	1505	1808
GCA_013752075	GCA_013896775	97.0427	1504	1808
GCA_013752075	GCA_013897665	97.0389	1504	1808
GCA_013752075	GCA_013896515	97.0377	1512	1808
GCA_013752075	GCA_013790245	97.0048	1471	1808
GCA_013752075	GCA_013836945	96.9914	1451	1808
GCA_013752075	GCA_013898775	96.9489	1463	1808
GCA_013752075	GCA_013898995	96.9488	1463	1808
GCA_013752075	GCA_013602835	96.9478	1436	1808
GCA_013752075	GCA_013800125	96.9351	1443	1808
GCA_013752075	GCA_013830785	96.8994	1520	1808
GCA_013752075	GCA_013924285	96.5992	1407	1808
GCA_013752075	GCA_013928845	96.5873	1422	1808
GCA_013752075	GCA_013782445	96.581	1406	1808
GCA_013752075	GCA_013796065	96.4174	1438	1808
GCA_013752075	GCA_013817505	92.2948	1278	1808
GCA_013752075	GCA_013894235	92.293	1257	1808
GCA_013752075	GCA_014103665	91.2017	1321	1808
GCA_013752075	GCA_013745515	91.1474	1299	1808
GCA_013752075	GCA_013746655	91.1193	1290	1808
GCA_013752075	GCA_014103465	91.1169	1287	1808
GCA_013752075	GCA_013732895	91.0566	1309	1808
GCA_013891895	GCA_013891895	100.0	1767	1767
GCA_013891895	GCA_013895455	99.0894	1484	1767
GCA_013891895	GCA_013899665	99.0857	1489	1767
GCA_013891895	GCA_013783465	99.0385	1464	1767
GCA_013891895	GCA_013819985	98.985	1525	1767
GCA_013891895	GCA_013752075	98.8418	1530	1767
GCA_013891895	GCA_013750375	98.8146	1489	1767
GCA_013891895	GCA_013894775	98.7618	1485	1767
GCA_013891895	GCA_013752295	98.7038	1471	1767
GCA_013891895	GCA_013713325	98.656	1489	1767
GCA_013891895	GCA_013712565	98.653	1491	1767
GCA_013891895	GCA_013899205	98.6474	1497	1767
GCA_013891895	GCA_013898935	98.6452	1498	1767
GCA_013891895	GCA_013821965	98.3344	1448	1767
GCA_013891895	GCA_013923405	98.2858	1459	1767
GCA_013891895	GCA_014109065	98.2612	1463	1767
GCA_013891895	GCA_014109125	98.2503	1464	1767
GCA_013891895	GCA_013817865	97.7723	1435	1767
GCA_013891895	GCA_013806525	97.7059	1441	1767
GCA_013891895	GCA_013806925	97.7057	1441	1767
GCA_013891895	GCA_013806085	97.7057	1441	1767
GCA_013891895	GCA_013835405	97.6875	1457	1767
GCA_013891895	GCA_013886475	97.6804	1442	1767
GCA_013891895	GCA_013786125	97.2511	1454	1767
GCA_013891895	GCA_013896515	97.0823	1459	1767
GCA_013891895	GCA_013897665	97.0734	1468	1767
GCA_013891895	GCA_013897255	97.0671	1468	1767
GCA_013891895	GCA_013896775	97.0662	1467	1767
GCA_013891895	GCA_013898775	97.0113	1429	1767
GCA_013891895	GCA_013898995	97.0111	1429	1767
GCA_013891895	GCA_013800125	97.0086	1434	1767
GCA_013891895	GCA_013836945	97.0064	1437	1767
GCA_013891895	GCA_013823125	96.9845	1459	1767
GCA_013891895	GCA_013602835	96.9767	1409	1767
GCA_013891895	GCA_013728735	96.9723	1491	1767
GCA_013891895	GCA_014103195	96.9422	1435	1767
GCA_013891895	GCA_013900245	96.9248	1459	1767
GCA_013891895	GCA_013830785	96.9131	1445	1767
GCA_013891895	GCA_013790245	96.8195	1455	1767
GCA_013891895	GCA_013924285	96.5762	1419	1767
GCA_013891895	GCA_013928845	96.5532	1431	1767
GCA_013891895	GCA_013782445	96.4878	1369	1767
GCA_013891895	GCA_013796065	96.4614	1394	1767
GCA_013891895	GCA_013817505	92.2837	1268	1767
GCA_013891895	GCA_013894235	92.2201	1267	1767
GCA_013891895	GCA_013746655	91.3296	1360	1767
GCA_013891895	GCA_014103665	91.2944	1323	1767
GCA_013891895	GCA_014103465	91.2566	1334	1767
GCA_013891895	GCA_013745515	91.1399	1316	1767
GCA_013891895	GCA_013732895	91.1094	1342	1767
GCA_013796065	GCA_013796065	100.0	1780	1787
GCA_013796065	GCA_013782445	99.9054	1687	1787
GCA_013796065	GCA_013928845	98.5302	1484	1787
GCA_013796065	GCA_013924285	98.5032	1472	1787
GCA_013796065	GCA_014103195	97.4391	1469	1787
GCA_013796065	GCA_013830785	97.4019	1527	1787
GCA_013796065	GCA_013800125	97.399	1461	1787
GCA_013796065	GCA_013898775	97.2846	1477	1787
GCA_013796065	GCA_013898995	97.2845	1477	1787
GCA_013796065	GCA_013602835	97.2774	1430	1787
GCA_013796065	GCA_013790245	97.2311	1442	1787
GCA_013796065	GCA_013823125	97.0631	1429	1787
GCA_013796065	GCA_013836945	97.0437	1440	1787
GCA_013796065	GCA_013900245	97.0347	1420	1787
GCA_013796065	GCA_013786125	96.8491	1383	1787
GCA_013796065	GCA_013728735	96.804	1491	1787
GCA_013796065	GCA_013817865	96.74	1354	1787
GCA_013796065	GCA_013783465	96.7189	1334	1787
