NodeID,SeqLength,N_Asms,N_Occurrences,Jaccard_Cont_WiRv,Jaccard_Cont_WiIS6110,Jaccard_Cont_WiRv_InsSeqAndPhages,IsSVNode,MaxJC_ToOtherNode
MFDWXAZYDN,1913,118,118,0.9532660647902284,0.0,0.5953266064790228,True,0.003186404673393521
LLJGOUYQLH,4610,152,152,0.993231441048035,0.0,0.2941048034934498,False,0.005240174672489083
PNCMCGOZQA,29476,152,152,0.9978944508591999,0.0,0.0,False,0.0001698023500645249
KCDLNRUZJF,2117,135,135,1.0,0.0,0.6261996161228407,True,0.012476007677543186
PHNGFJYUKC,1876,151,151,0.9832069339111592,0.0,0.0,True,0.0
FQACRCXMXS,306,135,137,0.0,0.0,0.0,True,0.0
MYTNRECNXU,126,0,0,1.0,0.0,0.0,True,0.0
BLDLPYBXRI,102,0,0,1.0,0.0,0.0,True,0.0
GMMEQZRTFF,15066,152,152,1.0,0.0,0.0,False,0.0
UPYRDCQHDT,199,0,0,1.0,0.0,0.0,True,0.0
FACLIIEDTE,251,139,139,1.0,0.0,0.0,True,0.0
RXERCVQICH,135,0,0,1.0,0.0,0.0,True,0.984375
RULYHOSJCW,934,152,152,1.0,0.0,0.0,False,0.0
FKFEYJWHKZ,1015,151,151,0.9685279187817258,0.0,0.0,True,0.0
ILGLTKMIGT,866,150,150,1.0,0.0,0.0,True,0.011961722488038277
HEVTBSDPMU,620,151,151,1.0,0.0,0.0,True,0.0
YYDGHCXRGV,857,137,137,0.9250302297460702,0.0,0.0,True,0.0
MMHFFUSDDE,1303,147,147,1.0,0.0,0.0,True,0.11468970934799685
TBMMWGPZFR,272,151,151,1.0,0.0,0.0,True,0.0
XIPAUAYGJP,3958,152,152,0.9852342158859471,0.0,0.0,False,0.0010183299389002036
UEIGNRYSZE,1504,151,151,0.9789687924016283,0.0,0.0,True,0.08819538670284939
AYNWVRDPMW,537,1,1,0.0,0.0,0.0,True,0.0
XOZDZOQTKT,5905,152,152,0.9894468085106383,0.0,0.000851063829787234,False,0.00017021276595744682
JHZOKPDBZH,8042,152,152,0.992261607588617,0.0,0.0,False,0.0
SWQESWIIKE,15551,152,152,0.996002063451122,0.0,0.12309775599690483,False,0.003868970853752902
AJJQZDGGCT,215,76,76,0.9351351351351351,0.0,0.0,True,0.32432432432432434
LDJYVSFQXR,185,0,0,0.5612903225806452,0.0,0.0,True,0.0
BAPBPTLNCS,10133,152,152,1.0,0.0,0.11921319292668389,False,0.006159348301212001
KDCXWRRGPA,2927,152,152,1.0,0.0,0.37245426303072143,False,0.07076285812909906
VSADSWINAP,225,151,151,1.0,0.0,0.0,True,0.0
LLJAMKMCPI,114,0,0,1.0,0.0,0.0,True,0.0
XZGFYGIGJO,112,0,0,1.0,0.0,0.0,True,0.0
IUGCWWKIZT,766,1,1,0.0,0.0,0.0,True,0.0
JOIQFFEEOL,166,0,0,0.8970588235294118,0.0,0.0,True,0.04411764705882353
YNTTKHNGNB,8953,152,152,0.9930516642384848,0.0,0.0,False,0.0
OLUCCPYLKI,102,0,0,0.0,0.0,0.0,True,0.9305555555555556
RSRJSWZVRO,647,150,150,1.0,0.0,0.0,True,0.0
IAWCGPCJFO,344,152,152,1.0,0.0,0.0,False,0.0
QMFVHXYBQM,690,152,152,1.0,0.0,0.0,False,0.021212121212121213
JBIZTVQUCE,159,0,0,1.0,0.0,0.0,True,0.0
DQKYQPXSEB,315,151,151,1.0,0.0,0.0,True,0.06315789473684211
IDPFNICCHE,29521,152,152,0.9978976636940083,0.0,0.02939879963378658,False,0.0003729951510630362
TFFVZQPUYI,102,0,0,0.0,0.0,0.0,True,0.0
LUUMYRRKYI,764,151,151,1.0,0.0,0.0,True,0.0
GYKOVLURHV,145,0,0,1.0,0.0,0.0,True,0.41739130434782606
HACEVTAHIX,3521,151,151,1.0,0.0,0.0,True,0.0
JZMGJZUKPH,139,0,0,1.0,0.0,0.0,True,0.0
TZCGTOMGNN,212,112,112,1.0,0.0,0.0,True,0.1043956043956044
LSGBPJOSMP,821,1,1,0.0,0.0,0.0,True,0.0
SBQOCAFFQR,122,0,0,0.967391304347826,0.0,0.8369565217391305,True,0.0
CEIUEKBDJI,102,0,0,1.0,0.0,0.0,True,0.1111111111111111
ZSENTHTINO,388,152,152,1.0,0.0,0.0,False,0.0
HMGWZKXZJC,142,0,0,1.0,0.0,0.0,True,0.09433962264150944
NIFFIGBTFF,238,145,145,1.0,0.0,0.0,True,0.0
ALNRSTYYYZ,138,0,0,0.4074074074074074,0.0,0.0,True,0.4074074074074074
YZPXXFRVVA,1073,150,150,1.0,0.0,0.0,True,0.0
OXCLCKQZTZ,61646,152,152,0.9947567488596335,0.0,0.0,False,0.0
QMWTNOCEVM,6890,152,152,0.9869730679156908,0.0,0.0,False,0.00702576112412178
TGQSHFXEZM,3213,152,152,1.0,0.0,0.0,False,0.0
BZWDISYQVO,147,0,0,0.2777777777777778,0.0,0.0,True,0.3055555555555556
SXNZUUMHEW,215,152,152,1.0,0.0,0.0,False,0.0
EDFSGRMQUB,35278,152,152,0.993843622333182,0.0,0.064911484339537,False,0.0013334089877439855
MHIXWSEQBY,499,150,150,1.0,0.0,0.0,True,0.0
VOYOZOYTKX,382,84,84,0.0,0.0,0.0,True,0.0
YUNCUCIDDJ,36166,152,152,0.9974263891963693,0.0,0.0,False,0.0
AGIVGDAUSM,4518,60,60,0.0,0.0,0.0,True,0.0
ICSTMHCZED,358,152,152,1.0,0.0,0.0,False,0.0
OBRTZYNWQX,101,0,0,1.0,0.0,0.0,True,0.0
CZYAUXTWHP,8065,152,152,0.9963907902924705,0.0,0.024393279402613564,False,0.0
OZJJUPWBEK,177,0,0,0.43537414965986393,0.0,0.0,True,0.43537414965986393
ASGJRJABZW,7316,152,152,1.0,0.0,0.0,False,0.0
RCJZITYACW,146,0,0,1.0,0.0,0.0,True,0.0
QUHTXMOIAD,10057,152,152,0.981450084771118,0.0,0.0,False,0.0008975765433330009
JVKTVPOVPZ,1261,148,148,0.974817221770918,0.0,0.0,True,0.017871649065800164
XBRLMSJLYO,714,62,63,0.966374269005848,0.0,0.0,True,0.0
XGTXOFMNPP,23123,152,152,0.9906032130948772,0.0,0.0,False,4.330316546139523e-05
KVEMVPDKTC,11320,152,152,0.9917626217891939,0.0,0.15482728077945085,False,0.003720106288751107
NYPIZUAEZU,8202,152,152,0.9768722466960352,0.0,0.0,False,0.0
APMMYRYISY,1786,152,152,0.9925968109339408,0.0,0.0,False,0.0
HEDJQKNBEY,1070,151,151,1.0,0.0,0.0,True,0.010576923076923078
ZBOZWBURVO,2307,151,151,0.9727711901624945,0.0,0.0,True,0.0
VPAAIXFAGX,399,152,152,1.0,0.0,0.0,False,0.0
HYRTYVNZLX,1786,152,152,1.0,0.0,0.0,False,0.0
FUDIZKPRZV,2270,150,150,1.0,0.0,0.0,True,0.0
TQGSFSQBRQ,222,149,150,1.0,0.0,0.0,True,0.0
XMZZBWCBEQ,231,152,164,1.0,0.0,0.0,False,0.1691542288557214
CNCFAVQTWA,155,0,0,0.0,0.0,0.0,True,0.36
ZVIOFIYRES,21548,152,152,0.9959568733153639,0.0,0.0,False,0.0017194906589831768
ISNSNIYWIS,111,0,0,0.6172839506172839,0.0,0.0,True,0.012345679012345678
EMVZKMCBOP,11019,152,152,1.0,0.0,0.0,False,0.0
XBJZAHEWQQ,456,152,152,1.0,0.0,0.0,False,0.0
JSBEGEKSUI,1449,150,150,1.0,0.0,0.0,True,0.0
AZWZTJLPDS,407,152,166,0.9177718832891246,0.0,0.0,False,0.0
XIHPIWXDNK,8145,152,152,0.9961723669588838,0.0,0.0,False,0.0
TEGLQYXHYX,44750,152,152,0.9979203935599285,0.0,0.0,False,0.00029069767441860465
FSDLPGFYZD,139,0,0,0.7945205479452054,0.0,0.0,True,0.0
VWRYNXOCSE,718,151,151,1.0,0.0,0.0,True,0.005813953488372093
KUTBBYKEGQ,159,0,0,0.813953488372093,0.0,0.0,True,0.15503875968992248
PTMDKRNZLW,311,152,152,1.0,0.0,0.0,False,0.0
MLHHJGUCIH,244,151,151,1.0,0.0,0.0,True,0.0
OGVAWZPNKD,194,0,0,1.0,0.0,0.0,True,0.0
PUDDLELPGV,26424,152,152,0.9949928744752148,0.0,0.0,False,0.0
MWBBQPVFRX,346,152,457,1.0,0.0,0.0,False,0.0
SQOUJCIBTT,177,0,0,0.006802721088435374,0.0,0.0,True,0.4557823129251701
DVRAYMJBJN,4810,152,152,1.0,0.0,0.0,False,0.0
YZZSGRDFVL,110,0,0,0.6375,0.0,0.0,True,0.025
EHQLZRUKUL,204,145,145,1.0,0.0,0.0,True,0.0
QXPAPVCFEI,159,0,0,1.0,0.0,0.0,True,0.0
STHRNRANMA,340,152,152,1.0,0.0,0.0,False,0.0
WJYDVVGQCX,26014,152,152,0.9964208743842364,0.0,0.0,False,0.0001539408866995074
UKNMPEWXSU,118,0,0,1.0,0.0,0.0,True,0.0
FBBEISBHMX,6639,152,152,0.9953094265395672,0.0,0.0,False,0.00045392646391284613
KWSVQSTKWS,1628,152,152,1.0,0.0,0.0,False,0.0
TYQNVMMXSK,365,152,152,1.0,0.0,0.0,False,0.0
TQMIVRNOFK,4876,152,152,1.0,0.0,0.0,False,0.0
IMLLXPLYMC,146,0,0,1.0,0.0,0.0,True,0.0
WIONQOIAQL,644,82,82,0.9495114006514658,0.0,0.0,True,0.02280130293159609
RLHMAWFPHT,102,0,0,0.5510204081632653,0.0,0.0,True,0.5714285714285714
KZZOPCMQVT,165,0,0,1.0,0.0,0.0,True,0.0
XLZMDXDSIT,106,0,0,1.0,0.0,0.0,True,0.0
XYPJDOLADG,113,0,0,1.0,0.0,0.0,True,0.0
ADTADYGYHK,4251,152,152,0.9926557687751718,0.0,0.0,False,0.0
INFALIZNSH,363,147,147,1.0,0.0,0.0,True,0.0
IFWCMPCKUM,37380,152,152,0.9925301204819277,0.0,0.0,False,0.0
UJIXNLXRDD,1631,152,152,0.9607843137254902,0.0,0.0,False,0.0
QXQUYLEYFT,604,152,152,1.0,0.0,0.0,False,0.07142857142857142
DCHXIMBDMY,131,0,0,1.0,0.0,0.0,True,0.019801980198019802
QITFLHWKHJ,286,152,757,1.0,0.0,0.0,False,0.0
NCKPRJCPMQ,122,0,0,0.7608695652173914,0.0,0.0,True,0.3804347826086957
BCGRIFLBNM,266,22,22,0.0,0.0,0.0,True,0.0
KVNVMPHQNU,103,0,0,0.9041095890410958,0.0,0.0,True,0.4246575342465753
IOCIKHEGSJ,110,0,0,1.0,0.0,0.0,True,1.0
MKEERMPOCU,3424,152,152,0.9817324690630524,0.0,0.0,False,0.0
TSLJEBDETA,306,149,150,1.0,0.0,0.0,True,0.036231884057971016
EYKAPNQQLP,1211,152,152,1.0,0.0,0.0,False,0.0
HBWRQTBMAN,5931,152,152,1.0,0.0,0.0,False,0.0
BSXVOCUIEP,103,0,0,1.0,0.0,0.0,True,0.0
CZXVQRDXQB,180,0,0,0.7,0.0,0.0,True,0.2866666666666667
UNQCGTRMMO,128,0,0,1.0,0.0,0.0,True,0.6847826086956522
TUOPLQDPWU,516,148,148,1.0,0.0,0.32098765432098764,True,0.0
EBGZCKUIDX,22703,152,152,0.9933400961496053,0.0,0.0,False,0.0
LRQYYEYWDE,104,0,0,1.0,0.0,0.0,True,0.06756756756756757
ZXYBQXGOXL,264,148,148,0.8717948717948718,0.0,0.0,True,0.05555555555555555
MGSNPFULJV,223,65,65,1.0,0.0,0.0,True,0.24444444444444444
XRVKSDPWQU,189,0,0,1.0,0.0,0.0,True,0.0
VTVMAQMQGM,741,151,151,0.9563994374120957,0.0,0.0,True,0.0
ODFEIWVOIB,1813,152,152,1.0,0.0,0.0,False,0.0
MYOSBXXKCG,135,0,0,1.0,0.0,0.0,True,0.01904761904761905
SDAISSUJAC,15325,152,152,0.9938505822321078,0.0,0.0,False,0.0
PCANWIXNAM,239,150,150,0.8373205741626795,0.0,0.0,True,0.0
NPKNUBXQKJ,2606,145,145,0.9879658385093167,0.0,0.0,True,0.0
GGJFEOWDMM,134,0,0,1.0,0.0,0.0,True,0.5192307692307693
GRARZKUNLK,158,0,0,1.0,0.0,0.0,True,0.0
BMNHHHNDFC,157,0,0,1.0,0.0,0.0,True,0.0
YIMYDTKVOR,384,151,151,1.0,0.0,0.0,True,0.005649717514124294
PSCDIOEHGJ,853,78,79,0.0,0.0,0.0,True,0.012150668286755772
ARLDLRPRSA,376,149,149,1.0,0.0,0.0,True,0.0
NTKWSMSPRV,139,0,0,1.0,0.0,0.0,True,0.4954128440366973
RWSUFJNQYL,152,0,0,0.4482758620689655,0.0,0.0,True,0.39655172413793105
DPOGMAFGCY,1503,118,118,1.0,0.0,0.18029350104821804,True,0.023759608665269043
AMRBHHKQKY,643,1,1,0.0,0.0,0.0,True,0.0
RWWYHHWRHE,1916,151,151,1.0,0.0,0.0,True,0.01007423117709438
AFWUGVUOKF,165,0,0,1.0,0.0,0.0,True,0.09302325581395349
XTVZYHIHNN,1266,147,147,0.9239482200647249,0.0,0.0,True,0.0024271844660194173
EGDCUDZANM,118,0,0,1.0,0.0,0.0,True,0.3559322033898305
IYRCDWXUFI,258,148,148,1.0,0.0,0.0,True,0.07894736842105263
RBJTSWQONE,273,83,95,0.6172839506172839,0.0,0.0,True,0.0
SAVWZVDLFQ,106,0,0,1.0,0.0,0.0,True,0.6447368421052632
CZTQZUVCXU,146,0,0,1.0,0.0,0.0,True,0.14545454545454545
PIEOBQPLXX,44188,152,152,0.9929797545178677,0.0,0.029326509352778658,False,0.0
FDDSCXADVH,120,0,0,1.0,0.0,0.0,True,0.0
DWBMWPNGLR,20033,152,152,0.9935509673548968,0.0,0.0,False,0.00034994750787381893
EAJPOHDOBY,874,151,151,1.0,0.0,0.0,True,0.0
UABERYWWWX,133,0,0,1.0,0.0,0.0,True,0.0
DKUWQSJZBG,263,12,12,0.11764705882352941,0.0,0.0,True,0.058823529411764705
DMWVQTKUQT,829,1,1,0.0,0.0,0.0,True,0.0
REZWLLOZQM,164,0,0,1.0,0.0,0.0,True,0.0
CGMQSUVGCY,169,0,0,0.935251798561151,0.0,0.0,True,0.4316546762589928
QWMIUAILKH,5932,152,152,1.0,0.0,0.0,False,0.0
CRGGPGNFRJ,142,0,0,1.0,0.0,0.0,True,0.0
AXMSNOOTMA,365,152,304,1.0,0.0,0.8507462686567164,False,0.0
RUMCPPTYVN,224,151,151,1.0,0.0,0.0,True,0.0
ABPXWEKVUD,107,0,0,1.0,0.0,0.0,True,0.0
OEGOZWTXHM,255,81,81,0.7866666666666666,0.0,0.0,True,0.28888888888888886
JUYDPPVEFS,165,0,0,1.0,0.0,0.0,True,0.5272727272727272
MJNTJBKYEC,6717,152,152,1.0,0.0,0.0,False,0.0
MHVSKCYPZO,10616,152,152,0.9992442849045909,0.0,0.0012280370300396751,False,0.00028339316077838654
IYXEMLJOTR,285,150,150,1.0,0.0,0.0,True,0.0
PFKWNQPHPE,5269,148,148,0.991028822294331,0.0,0.0,True,0.0
CGJFEBTQAU,171,0,0,0.9929078014184397,0.0,0.0,True,0.1702127659574468
FNAKUUIVUE,1040,149,149,1.0,0.0,0.0,True,0.0
NLRVZVNJQF,4143,152,152,1.0,0.0,0.0,False,0.0
RCWAMAETBD,103,0,0,0.0,0.0,0.0,True,0.0
GCBAMZMBPG,207,152,152,1.0,0.0,0.0,False,0.0
PVTOXEIYCE,2902,142,142,0.9892061281337048,0.0,0.0,True,0.0
CSPCFCKGOO,5202,151,151,0.9864655839133797,0.0,0.0,True,0.0
OGTIWOMGNM,56,0,0,1.0,0.0,0.0,True,0.0
MSEFQZHXEP,162,0,0,1.0,0.0,0.0,True,0.0
NFZENBAWUD,359,152,152,1.0,0.0,0.0,False,0.0
ZSULCHQMPG,204,135,138,1.0,0.0,0.0,True,0.0
SXLXNJWBVI,673,151,151,1.0,0.0,0.0,True,0.003110419906687403
XWABCGALTS,140,0,0,1.0,0.0,0.0,True,0.00909090909090909
QCYYAKCAJK,450,150,150,1.0,0.0,0.0,True,0.0
SHJJWXSWSO,939,151,171,1.0,0.0,0.0,True,0.0407040704070407
HZBUBVZTXJ,250,150,150,1.0,0.0,0.0,True,0.0
JMZJPSKDUD,26755,152,152,0.9943498596819458,0.0,0.0,False,0.0024321796071094482
TJJDUSYAUA,503,152,152,1.0,0.0,0.0,False,0.0
BOXEISIUOL,356,149,226,1.0,0.0,0.0,True,0.0
ZZDAQEPTOB,150,0,0,1.0,0.0,0.0,True,0.0
HZILZQGPXO,10096,152,152,0.9938394276629571,0.0,0.0,False,0.0
VEXAZODFWB,2555,91,91,0.9877227722772277,0.0,0.0,True,0.002376237623762376
CTBAXLZAYU,102,0,0,1.0,0.0,0.0,True,0.0
TBZQOBBTDN,307,150,150,1.0,0.0,0.0,True,0.0
GEULUGAZUT,419,1,1,0.0,0.0,0.0,True,0.041176470588235294
KFGQPMFIFH,17033,152,152,0.9908839616538258,0.0,0.0,False,0.0
